	TFAs Ave.(E)	TFAs Ave.(NE)	TTS	p_val	FDR	negLog10_FDR
KLF6	0.5851237928538916	0.22632025141138934	6.225669100115476	2.8597618272043828e-09	2.598653138633548e-08	7.585251685112493
ATF4	0.44732015211547177	0.10970066140196086	6.223631791462004	2.346477998061389e-09	2.1635907423301337e-08	7.664824885504857
ASCL1	1.160558591989902	0.33993088406631905	6.175289738566772	4.1319871675469205e-09	3.408889413226209e-08	7.467387087361499
NR5A2	0.2450777976326731	-0.12166700277733274	6.11902552390865	3.5508562616004693e-09	3.049845035648622e-08	7.515722226840901
KLF10	0.714937208739196	0.26526008116645683	6.116790934869473	4.7077282039824405e-09	3.689681979871238e-08	7.433011064827131
ZNF160	2.0195816874056165	0.6418948264331492	6.0845914623255295	6.0474948316633986e-09	4.624121048113355e-08	7.334970805677583
ISL1	1.351174357571423	-0.07719612385934735	6.038003326132247	8.328667834180578e-09	6.216755633370502e-08	7.206436203431994
ZBTB16	0.5481952900951573	0.0884724374838457	5.914564464056462	9.8252622967804e-09	7.247575835389777e-08	7.139807231686107
RUNX1	0.2213071885723642	0.06211017943621972	5.883115654532459	1.6044715060715753e-08	1.1563260164446869e-07	6.936919702955796
EWSR1	0.5960475229857765	0.050438528600253864	5.68197404647152	4.648862940583821e-08	3.0049866636557275e-07	6.522157451086725
TFAP2A	0.07684953261830625	-0.043185345765657246	5.659823886738862	4.484344140990282e-08	2.928837267084278e-07	6.533304758045507
MDM2	0.7569301846489731	-0.2254250965989391	5.636101428911582	4.231572023225959e-08	2.7928375353291327e-07	6.55395432730016
YBX1	0.3066804573511183	0.08111753916872348	5.547787465566848	9.482359657881936e-08	5.828862260286249e-07	6.234416207213477
SP4	0.3677596620004738	0.10278279660792479	5.507065635247432	9.145255381419115e-08	5.677302103118599e-07	6.245857995289026
NFRKB	1.064499426308933	0.19027545868261483	5.299577318736685	3.304387083718848e-07	1.8562735261238758e-06	5.731358029122667
MSX1	0.7431928454554932	-0.02261608309801183	5.298642228624051	3.1111681739598874e-07	1.773365859157136e-06	5.751201656828982
TCF3	0.47352547692752006	0.240317363635249	5.283688353432513	3.0030008193735396e-07	1.7274142327956048e-06	5.7626035064129715
APBB1	0.8974896844351312	0.2752391599703768	5.251122380601966	4.13009767882113e-07	2.2133087560861954e-06	5.654957997861619
TOP2B	0.07025259011827446	-0.13496905692166594	5.180446755903101	4.046896575988355e-07	2.187417373400602e-06	5.660068342856007
MLXIPL	1.2222242163046588	0.3064947466854665	5.171413334619009	4.7679298782404834e-07	2.5334678251328673e-06	5.596284606848338
CTBP1	0.5172845607208131	0.17716786211822097	5.133269851802723	6.49123933692494e-07	3.363642201861105e-06	5.473190207291974
SOX4	0.4016536003778696	0.015794968255361704	4.976413155814875	1.3614733049851613e-06	6.721604426973985e-06	5.1725270497715465
ABL1	0.3148535453536704	0.12110182980522462	4.972160116945861	1.2792274265406268e-06	6.365679336833119e-06	5.196155242207546
CDX2	0.2919991002853997	0.0727142147499815	4.922818247708417	1.614882801227342e-06	7.78870397207341e-06	5.108534802225206
TBP	0.18336665805519758	-0.03710077046584219	4.91766109722224	1.6547338601002743e-06	7.919985727350168e-06	5.101275601054275
IRF8	0.1957486810584131	-0.007771262958860397	4.855288257354752	1.9250353692690245e-06	9.075166740839687e-06	5.0421453867919785
CREM	0.10305562554643898	-0.0629957580580348	4.782632951423346	3.3736444254427156e-06	1.5553493049651344e-05	4.808172060538862
STAT6	0.10768237696364738	-0.03985519283383447	4.756463576110168	3.7355047592333907e-06	1.685008261898803e-05	4.773397965363406
PCBD1	0.6847257293348187	-0.08489740858307888	4.6920718111304645	4.119461062571213e-06	1.8318454512284756e-05	4.737111169592812
PURA	0.44397742327986467	-0.0007231199231752941	4.67629462205216	5.1616959540558106e-06	2.2744556701169485e-05	4.643122523292679
DNMT3L	0.5004942884612271	0.11188415691026052	4.672681730473288	5.187355037108829e-06	2.2744556701169485e-05	4.643122523292679
ERCC2	0.6550764516993639	0.32077994657130726	4.5581180120092695	7.847012625769197e-06	3.34699109956278e-05	4.475345442531948
RFX1	0.30094740232511497	-0.11887259760595298	4.555691124298082	9.201503569949735e-06	3.820756780369857e-05	4.417850607510551
KLF4	0.1614690134265087	0.04873489092119968	4.5302820364365886	9.064132631533626e-06	3.788807439981056e-05	4.4214974664797575
FHL2	1.3199045520993773	0.6763967217365456	4.525250932619858	1.1186530675342887e-05	4.496124829128199e-05	4.347161639643404
EGR3	0.13550287411581005	-0.06715498432322602	4.504999210423535	1.004783174417756e-05	4.1176408520257065e-05	4.385351536004893
IRF7	0.2665981063522424	0.04815423638800849	4.5014884622957005	1.0879271293964473e-05	4.429417598256964e-05	4.3536533732105696
HMGA2	0.23751488753122815	-0.021103460401616134	4.473070101819589	1.1163365694047111e-05	4.496124829128199e-05	4.347161639643404
PPARGC1A	0.191080163807684	-0.09571861235869314	4.466432251857083	1.1450795509469057e-05	4.57302470346312e-05	4.339796452555741
SMARCA4	0.4014031576456943	0.13337296783397276	4.464229944860278	1.2745256562797456e-05	4.994547415546254e-05	4.301503859557332
ZNF350	0.5704127324497115	-0.023008127144356367	4.455062821252806	1.6415402516930822e-05	6.275888645192454e-05	4.202324770822432
SUGP1	0.6495815926451691	-0.07529554321100547	4.420701467834864	1.3828763005391865e-05	5.352243459494259e-05	4.27146413987586
UHRF1	0.4735092506648665	0.12683439009319897	4.412650770961896	1.6532758024448797e-05	6.282448049290543e-05	4.201871093980867
DR1	0.34021229111231016	0.05374431040479672	4.356930665099345	1.9605982986904344e-05	7.188860428531593e-05	4.143339948118466
AES	0.554288869582442	0.11848366215378316	4.330562885006851	2.0088387647436118e-05	7.322918055199096e-05	4.135315825671147
ZNF148	0.2191111928208842	-0.02875317287745824	4.2398579575038084	3.3286954410636995e-05	0.00011725236188465952	3.930878400270506
PRDM1	0.06557462126297735	-0.24563589117888862	4.164859143331578	4.111275179987235e-05	0.00014241820651116004	3.846434487652099
TWIST2	0.21813990664727773	0.06095520928448642	4.15228983199993	4.4740712983275855e-05	0.00015245884261148892	3.816847381492077
ING2	0.24352598456769023	-0.07982629655904123	4.139299798866537	4.452776985703898e-05	0.00015245884261148892	3.816847381492077
PLAGL1	0.1981185012994448	-0.0061208916887737	4.08489448249992	6.237317741949052e-05	0.0002091335948771153	3.6795761972262007
HEXIM1	1.4298330178376688	0.4289293141362607	4.008034389436181	9.171618929933253e-05	0.0002995106806806328	3.5235876858691464
FOXQ1	0.3717683527499362	-0.046915329160870926	3.9765952167492893	8.928165128551498e-05	0.0002946294492421994	3.5307238460739128
MKL1	0.27016764655709113	-0.3050386763969393	3.948712006711225	0.00010625482099710185	0.0003434111998205302	3.464185545107142
IRF3	0.29334208746855633	0.06455914011044636	3.8994338467028404	0.0001215573558645636	0.00038885950064837435	3.410207285859535
NR1H3	0.2527202747942961	0.021044126638262828	3.88411881556458	0.00013027750729837926	0.000412545439778201	3.384528209155078
HLTF	0.567859253721566	0.1988067471699965	3.850817403708915	0.0001432218955223464	0.00044900064246255594	3.347753037576313
MECP2	0.42142484692026105	0.10871859293547073	3.832490992163479	0.00016221989865572981	0.000501043726389865	3.3001243713360124
NKX3-1	0.3390224423388168	0.02512928487113066	3.7970149405627676	0.00019866374006669493	0.0006017495894773803	3.220584197335058
ZNF175	0.19946050669880608	-0.10200866608320835	3.7935399534937266	0.0001859532846535454	0.0005687449242818193	3.245082466143594
GATA6	0.20143937927252162	-0.08000920422519776	3.7905572884043846	0.00019136880600739386	0.0005824671911001745	3.2347285323198682
ELF1	0.24782538539969196	0.00798012573487093	3.7759441016118673	0.00021080772643520352	0.0006354636753599645	3.1969092697230357
PIAS1	0.2724300757557556	0.017852712197453737	3.7453267863586457	0.00022579080440345134	0.0006741468302903046	3.171245503108584
MTA3	0.3366651951885502	0.0898867621262089	3.7428603985038897	0.0002280799021649422	0.0006777540220730746	3.1689278964565006
NCOA6	0.29256051943618944	-0.02801590802143691	3.7202321730688186	0.00025081433272268255	0.0007417952198920847	3.1297159695800416
TSG101	0.23540697905759397	-0.017858388577781617	3.639479080464421	0.0003311567515439044	0.0009702583327945237	3.0131126187542545
NR1I3	0.13666238221060817	-0.03978118377870958	3.6001412588327217	0.0003730443653694193	0.0010729303536083756	2.9694284681787355
TFAP4	0.4954747775732207	0.26949977089715543	3.5833899011712433	0.0004214066600135989	0.001201008981038757	2.9204537449692918
BHLHE41	0.726584853729339	0.2577327247653764	3.542118435254639	0.0005103496177260234	0.0014285232603313245	2.8451126837017506
NHLH2	0.25019132667347194	0.07651199627377928	3.502121310116188	0.0005410578915265312	0.0015077479910539336	2.821671241517114
NR1H2	0.2543837637705279	0.038579301739742805	3.4997771313328356	0.0005561277645372194	0.0015428854352426396	2.8116663206569643
VDR	0.17810229796217383	0.08168574264910237	3.496445826458079	0.0005823886952709374	0.0015876422258038162	2.799247358876918
TFDP3	0.7623870001335521	0.3670428245195461	3.479558107279701	0.0005975247107996539	0.0016218527864562036	2.789988568701466
NELFCD	0.8616491100112917	0.42505719956845184	3.472702139981704	0.0006449995157838615	0.0017431667948124188	2.7586610554597617
PHOX2B	0.15936972977152708	-0.046699386491236686	3.4563386024350886	0.0006566442412986563	0.0017670211986878003	2.7527582402963424
ATF2	0.09329831348802808	-0.043905770201492764	3.4341820122611564	0.0006935721074985273	0.0018505094102194749	2.7327087020868372
GATA3	0.09528282568249394	0.0011426734517495647	3.427576491750838	0.0006933336343567625	0.0018505094102194749	2.7327087020868372
PTMA	0.5938824930419491	-0.11875021700602086	3.4260748825222436	0.0007164293085787247	0.0018953636138348542	2.722307460981663
DLX3	0.2522702675149794	-0.3049226877330845	3.4153446065735955	0.0007364841810019179	0.0019402335356647163	2.7121459931901972
KAT5	0.3016027402215366	0.12244152287875214	3.4122101766175597	0.0007464279861823549	0.0019582022901101946	2.708142445862484
STAT1	0.15210997266355028	0.0800798651762525	3.39338361730678	0.0008101673415896663	0.0020818644392488553	2.6815475530209256
DBP	0.07745858729754708	-0.11051143121743064	3.3929186386114596	0.000792241094849272	0.0020611417695871105	2.6858921355221517
FUS	0.4466851775038755	0.15997381741601513	3.379313246027812	0.0008788174435697839	0.00223991275251323	2.6497688976658407
NFIC	0.03334599001044865	-0.07656694210698162	3.364876014266002	0.0008679839386921935	0.0022213303247347158	2.653386854534615
KLF8	0.20408410948059985	-0.11274880197981227	3.359183999098493	0.0009138748691881585	0.00231983620640071	2.6345426776813152
TFAP2B	0.3019957470008903	-0.11473967633371537	3.309564054211781	0.0010942446389788341	0.002744365554558916	2.561558040285311
ONECUT2	0.6410165921668441	0.24118877305903336	3.3030361406701108	0.0010802651219485614	0.002720185668521076	2.5654014518252843
FOS	0.08379137848456211	-0.0008929292188668736	3.2850962519618108	0.0011759352752181973	0.00292583895857861	2.5337495816028484
PAX5	0.19727076211204683	0.10012874345749456	3.2253453986594605	0.0014249843406557152	0.003476518216307912	2.4588554906502105
TEAD1	0.3701061715217307	0.016796046604347397	3.2127448820734443	0.0014920240996970265	0.0036259655446125414	2.440576327062281
TFCP2	0.36421276820071535	-0.030542858189243287	3.182656011862787	0.0016878992216606407	0.004034559921183777	2.3942038300186743
NF1	0.4093163759438153	0.15954194794744692	3.1824320324453335	0.001692327367258905	0.004034559921183777	2.3942038300186743
MAF	0.1545232622864139	-0.07450397449645087	3.1718687891610715	0.0016773457539465905	0.004029485776722269	2.3947503728616595
ID1	0.36948635659304985	0.08665999657260345	3.1534216726100572	0.001818978638085558	0.0043200742654532	2.364508787259326
WT1	0.041114123354133315	-0.012258191791632973	3.1455391840805884	0.001862218223526556	0.004406078589249625	2.355947760800081
ELK4	0.5529705306818292	0.07751286380430561	3.1298113479124625	0.0019885167530780175	0.004652238821566855	2.3323379989680073
TCFL5	0.5608209101116963	0.14795248632733715	3.075135719625903	0.0023376010798179347	0.005388514253845018	2.268530963997731
NCOA4	0.39623254001866826	0.16121218907521298	3.0716066891921296	0.002384224588001441	0.0054758564713439685	2.2615479437594175
USF2	0.05548068128429506	-0.02223906294570277	3.0528832308062737	0.0025329688671093717	0.005775169017009368	2.238435301118867
NFATC2	0.24339897209049663	0.12175137003462169	3.0311275921185232	0.0027161026231496206	0.0061702766112855505	2.2096953662646195
KAT2B	0.41634593020029576	0.2718468727005619	2.9952910118794116	0.0030757942489326793	0.006912268795988495	2.1603793818797454
FOXD3	0.30901250185658435	0.05524603815718286	2.9890412645520983	0.0031785472622444296	0.00711767547652592	2.147661817114271
IRF9	0.45900120521191135	0.2838314093842356	2.982552608874962	0.003202094503717023	0.007129229893420671	2.1469573805410107
GATA2	0.09838979831832166	0.00465576293377618	2.9803954945557076	0.0032064478946485313	0.007129229893420671	2.1469573805410107
HIC1	0.13470627637060292	-0.06958586818835699	2.9481745469471146	0.0036468803186034365	0.00796722634064235	2.0986928448030895
SRCAP	0.4809972705625354	0.14571675348984914	2.9455276436847284	0.003525075846970617	0.007728050895281737	2.1119300264130563
NCOA1	0.8740941791281217	0.5348391769834784	2.9293591233506997	0.0037722455768255197	0.008212492974547224	2.0855249889532197
MEF2A	0.11622569022260408	-0.02778670406708457	2.916401884713729	0.003872717788196063	0.008402055547401147	2.075614451594735
NRL	0.04941408898913695	-0.0033388469176126798	2.90314099013285	0.0040293560845440345	0.008681808470821683	2.0613897993522805
PITX3	0.1445739242539414	0.0009608151573307542	2.888854167595046	0.004266054029091506	0.009098013184491069	2.0410534381427343
HOXA11	0.20951956284893702	-0.12570894441376285	2.8867187844866367	0.004208777970984049	0.009006497569307163	2.0454440638537323
GZF1	0.20951956284893702	-0.12570894441376285	2.8867187844866367	0.004208777970984049	0.009006497569307163	2.0454440638537323
KLF14	0.871660660978783	0.2700967160797889	2.8120597404318244	0.0053051535972001304	0.011124853864362814	1.953705685184575
REL	0.30078604639344403	0.14363920218945395	2.785357467017484	0.005842570560458136	0.01209007175381931	1.9175711216210058
MTA1	0.00815160835977736	-0.06370635640194953	2.7745585105144195	0.0059592058391501595	0.012290862043247204	1.910417655966584
GLI2	0.010904691164572027	-0.09299698047694258	2.744995233072355	0.006505755921502013	0.013330421446999223	1.8751561199625228
HOXA5	0.3388643216094148	0.18137695228330042	2.7355791497277715	0.0066367875664007075	0.0135546117398477	1.8679129178958631
ANKRD1	0.17975624357343037	0.05066367608356563	2.7190368533641247	0.006943972228400925	0.01409019607510479	1.851082963331839
LEF1	0.18284110091387096	0.0572307785271748	2.6837237423254785	0.007719969835971835	0.015464604112314189	1.8106611932836976
HNF1A	0.14568426667871956	-0.04896705950698449	2.65447798098283	0.008573910386462201	0.01704181212501458	1.7684842268198684
MAML1	0.248336089225072	0.013421920548084871	2.6525790074287645	0.008588855871618192	0.01704181212501458	1.7684842268198684
TFAP2C	0.1028589833849492	-0.11019510994517011	2.6406341766749515	0.008838662462984852	0.017482149414168775	1.7574051723122968
ZIC1	0.17997741866670985	0.03970694151990597	2.626687533099478	0.009225033327010248	0.01813196205653738	1.7415551984294584
CRTC1	0.3707780078586196	0.0959474779953334	2.57697342922552	0.010571323683452394	0.02058453400473494	1.6864589601682165
TAF1	0.9617391047707172	0.6425171228914386	2.5615640765778425	0.011157456694019791	0.021525308760462797	1.667050610280649
ECD	0.23035863033200446	0.11244919829604179	2.5369947180613215	0.011908443257628243	0.022764005861380818	1.6427513112395598
ZNF382	0.07900331085484298	-0.04569855321100782	2.524225624309097	0.01233600259877891	0.02343840493767993	1.6300719468491072
TLX1	0.4361233665668835	0.16266130034472048	2.5047062060565666	0.013177013274447515	0.024826261644866596	1.6050886718766517
RB1CC1	-0.0511405832348921	-0.1804957441297486	2.4988199047583826	0.013124813142713547	0.024826261644866596	1.6050886718766517
MBD2	0.22824108975732713	-0.053111242964405656	2.4714618398291917	0.014137685086313034	0.026521669442905568	1.5763991421442531
KDM4C	0.33384172680457747	-0.03662262377909387	2.4658069815028685	0.014323264820950912	0.026728235246238755	1.573029714947979
TRIM16	0.10303233846887049	-0.012905682089516837	2.4123043575155654	0.016801370057901825	0.03053466384436071	1.5152068567829937
BACH2	0.35598077822832275	-0.08176863305721181	2.4092685866859336	0.016792424981017365	0.03053466384436071	1.5152068567829937
KLF3	0.612701373764766	0.2580887515356639	2.3857656687830953	0.01778014359881086	0.032034913897857495	1.494376438949649
ING1	0.4448323518343041	0.2836686053000043	2.371850595575237	0.018492999677402124	0.03303450369723969	1.4810322135467264
SMARCB1	0.06312417102152992	-0.11068206736422477	2.353107603050869	0.019131488619568034	0.033885433232963724	1.4699869574348237
SMARCA1	0.06312417102152992	-0.11068206736422477	2.353107603050869	0.019131488619568034	0.033885433232963724	1.4699869574348237
EP300	0.036598726985967805	-0.038977727932700226	2.351966847464198	0.0194436907242002	0.03416066808815322	1.4664736443015012
TEF	0.18287528379293658	-0.36380064934883677	2.33729859255747	0.020172266810281746	0.03523122922018567	1.453072203987913
CEBPA	0.037463591763988106	-0.05625805444390528	2.3258517240374146	0.020907900995913286	0.03641459423454897	1.438724524997865
NFATC1	0.06032141129045323	-0.005581982829783756	2.30208443374027	0.022255633746857007	0.0386545217708569	1.4127996953998219
SP7	0.16130548024653008	0.005247658240641278	2.2908642993872887	0.022829561939009417	0.03954181031977598	1.4029434515147194
NUPR1	0.5698798912366189	0.3596754139623677	2.261128104555471	0.024724152339642893	0.042588031639989275	1.3707124319536212
EBF3	1.612010400066634	1.1083266211223015	2.2546047800987887	0.025197417163200633	0.04328433030500492	1.3636692974972955
COPS5	-0.06357904314951787	-0.3479291881813552	2.2093774625953735	0.028165211225049332	0.04798800934267916	1.3188672652670153
REST	0.10662946625262626	0.051222136210391754	2.196706539387377	0.02898575277640166	0.04898670347925563	1.3099217850576295
CREBBP	0.19896915039159171	0.10967017722704063	2.194819615089799	0.029231533095457216	0.04926927755605289	1.3074238058135832
MSX2	0.08518375029251007	-0.04073597502041802	2.1843922611976128	0.02993836619382526	0.05032535014350787	1.2982131947827886
ATF7	0.1543657717370221	-0.011521527675127234	2.172980016027965	0.030732617471307108	0.05138493641202548	1.2891641765678719
TBPL1	-0.006979267850778344	-0.08818047165934288	2.1609917302722974	0.03170523766170442	0.05269399529384109	1.278238871681765
HMGB2	0.14269161080399767	0.01940319925214893	2.1467046151241926	0.0326413602838366	0.05400035065426267	1.2676034200526447
TBX5	0.019561903555215587	-0.07393379549226821	2.1239373752560153	0.034505208816415965	0.056784162540401084	1.2457727748593619
NELFB	-0.18130966622343106	-0.6757877902992473	2.1043490471860298	0.036037905068077046	0.05899677931510263	1.229171696219839
HDAC9	0.014248722762859795	-0.04509576973306994	2.104161728432707	0.03629246199304009	0.05925878559801078	1.2272472528473082
NR3C1	0.15276067852691078	0.09798649214469159	2.0925222911205976	0.037315407527823224	0.060613369222655866	1.2174315748558586
NFYC	0.2091602847891535	0.08816045479813134	2.056416494035132	0.040714702842404575	0.06596413096172524	1.1806921547603066
GLI1	0.035443942114299756	-0.046685903588747114	2.047747994218794	0.0416327164875318	0.06722951116568573	1.172440046544132
ETS2	-0.03613372055312274	-0.1211391213939299	2.0388915831468055	0.04243793847274584	0.06822714723695292	1.166042787376856
KDM2A	0.9957859365549337	0.5494173225050515	2.028840356821623	0.04366082929524983	0.06979746297970942	1.1561603629633286
BCL11A	-0.021602953263919842	-0.1621248496026989	2.019430203168992	0.04430447119416842	0.07050483106280102	1.1517811236889919
NR1H4	-0.012857232917312073	-0.07076105816273294	2.0154328240972275	0.04482067344751913	0.07114572721922657	1.1478511771093267
NR1D1	0.21505532640660374	0.032896489694090966	2.0130623284595175	0.04518835252090347	0.07154822482476382	1.1454011370037627
PLAGL2	0.25484293929240764	0.1106766281825507	1.9905454943863203	0.047512784377474165	0.07503908263142645	1.124712483937956
HOXA9	0.12478419513317264	0.03276791901931674	1.9902542532873342	0.047734073989888236	0.07519915676296464	1.1237870292919299
FOXO4	0.36853267563254843	0.2266145234756644	1.9726535605764481	0.04961879071723475	0.07797238541279745	1.1080591791848904
HOXA10	0.05727221878196727	0.0012870393778051162	1.9672467213919427	0.05028099702709244	0.07881546283996739	1.1033885697277275
PDX1	0.04076785968506188	-0.05571269439393007	1.9573493174003485	0.05116965970281051	0.08000842053282342	1.0968643030269054
RBMX	0.23285642451058336	0.0840072736702101	1.9342086098306719	0.05469182813312906	0.08530292596883562	1.069036071876725
SIN3A	0.13820790706774283	0.011605866022437673	1.8762850071920851	0.061937496969030656	0.09541722506039857	1.0203732178177591
HNF4A	-0.04401696201837899	-0.09430468942421741	1.867231850822761	0.06314260396795895	0.09703532521546634	1.013070134256391
SPI1	0.045056861363686196	-0.008583992845903337	1.8057993505832637	0.0721814473353067	0.1101162225772197	0.9581486950448447
NR5A1	0.07957594580193203	0.0214899185683653	1.7899371936225554	0.07487394448929262	0.11367061306243699	0.9443517977082083
NFIB	0.7728026169641127	0.5496635549308905	1.7836176558924273	0.07597236301148778	0.1150595932565286	0.9390771655682755
EPAS1	-0.006070243001278896	-0.10640820404215019	1.7750244577116991	0.07705172191452149	0.11613324432789658	0.9350434412306343
NFYA	0.15124386805037626	0.07718456365822594	1.746070114255225	0.08211662090400669	0.12258838406383855	0.9115506797032322
NCOA3	0.15726127182183153	0.006381497348208107	1.745409669927509	0.08205080783935151	0.12258838406383855	0.9115506797032322
NFYB	0.10909967260430246	0.026448658164845814	1.7400470082288846	0.08295045627914584	0.12350079538433761	0.9083302454009432
LDB1	0.18332598573769068	0.08668123028093244	1.7383985257425043	0.0833187184171847	0.12350079538433761	0.9083302454009432
ID3	0.18332598573769068	0.08668123028093244	1.7383985257425043	0.0833187184171847	0.12350079538433761	0.9083302454009432
ING4	0.3101548491309113	0.22678807207634846	1.6889525807102563	0.09276049077002493	0.13463154563149451	0.8708531682805369
TWIST1	0.09364760603294796	0.05890312566529096	1.6632186930231787	0.09747540555090599	0.14114798910027265	0.8503253047567092
ETV3	0.11742345726963616	-0.005095655282364276	1.6496432229398295	0.10040478005202849	0.14505483201064945	0.8384677995699783
ELK3	-0.006099724319958767	-0.11145188755646067	1.6289662484593008	0.10444562351098645	0.15054576078480117	0.8223314692690532
NCOR1	0.2808827960061	0.16885669808662274	1.593799494367173	0.1124026354900569	0.16090514258508146	0.7934300754744127
BARD1	0.004840552796749929	-0.10121805130468682	1.574862779869416	0.11659034945159341	0.16614124796852062	0.7795225316593546
RARG	0.18718392732697298	0.015609221352234196	1.5424669232434296	0.12424944877197495	0.17546037022528896	0.7558209586054598
ETV5	0.18718392732697298	0.015609221352234196	1.5424669232434296	0.12424944877197495	0.17546037022528896	0.7558209586054598
HHEX	0.07354572760736908	0.03341245301797455	1.5199097796592662	0.12978421548696562	0.18245449127876107	0.7388454416247628
SKI	0.40923733415742086	0.3015173546385724	1.465241643445455	0.14428685746582373	0.20103968806904773	0.6967181982614633
ZFHX3	0.4722279225485938	0.36276112501239266	1.435113611290971	0.1525808538144162	0.21165529942840478	0.6743708531824087
ATF6	0.08034397728423534	0.032200343319773714	1.4206612781096506	0.15654631450042342	0.21619942553252308	0.6651454643530448
APC	0.09578470492306633	0.015315201611473523	1.420619441831505	0.15703304085805633	0.2163949815780249	0.6647528151839689
CREB5	0.11874901168210097	0.0730281351219066	1.3587928756726835	0.17527693474478892	0.23943058406314302	0.6208203750595555
RARA	0.03531729822992958	-0.011147094379576087	1.3571521801311577	0.1761128624919949	0.24004948865756698	0.6196992148080567
PA2G4	0.0913966721063827	-0.0031320362006436978	1.3493925287033177	0.17841777434430062	0.24266365404311602	0.6149952670573352
SRSF1	0.13824266706577407	0.001767394002655382	1.3352361362814955	0.18299504889293552	0.24727994753420382	0.6068111000897215
KDM4B	0.31146780947480085	0.1767076246605767	1.3178295497647596	0.18899046909098258	0.2542854594850774	0.5946784728794989
NCOR2	0.31146780947480085	0.1767076246605767	1.3178295497647596	0.18899046909098258	0.2542854594850774	0.5946784728794989
GCM1	0.2622789550197917	0.1585828084387008	1.2941549357572513	0.19675671833194458	0.26304149764206664	0.579975731452111
FOXL1	0.16033542483072655	-0.16285317652950368	1.2712426115928896	0.2047763208983336	0.2731803259643727	0.5635505810987665
HSF2	0.012593604774191611	-0.020847759477581884	1.2586361212529944	0.20913799457443874	0.2784066297201127	0.5553204270479003
ZNF224	-0.03388692724391866	-0.14868203856052403	1.23711608894502	0.21731131672950618	0.2880638384553919	0.5405112566275102
NFIX	-0.22206254590928565	-0.42073256217013505	1.2179625517190908	0.22447524706609145	0.29639493599575095	0.5281292206923356
KLF9	-0.04139956387508862	-0.1499632659850895	1.2038625178374835	0.2301892706329111	0.30321149724125057	0.5182543350526337
SPIB	0.08561867578747938	-0.0332585623774064	1.1977342047686719	0.2321959612118416	0.3052135590772006	0.5153961768062624
BTG2	0.11129806264426101	0.03385525569947592	1.1955729879888393	0.23311894910076925	0.30578573448992113	0.5145827791487514
DNMT1	0.025253912825328163	-0.010704810599424366	1.1790160142749193	0.23936404491917548	0.3112994521123845	0.5068216436759091
HDAC2	0.08170887171700937	0.043920610033849485	1.178463568762887	0.23973494336195278	0.3112994521123845	0.5068216436759091
CRABP2	0.06743050029058781	0.007681623912654693	1.1642393059379743	0.24543610233964525	0.31795131439454044	0.4976393753253872
TFPT	0.2679899579322299	0.1150861074150086	1.1208105824555328	0.2635292089275532	0.3385918319622456	0.47032352282634965
CTNNB1	0.10760833015236689	0.06412456943274618	1.1079000538433545	0.26891212881356513	0.34480144123947926	0.4624309275310696
TRIM28	0.19568599073678417	0.14617137655751694	1.1051896877791374	0.2702186990178095	0.34576964139625826	0.4612131404804587
LHX4	0.06763632802900583	0.026218581838484842	1.0983391627782886	0.2729583705357592	0.34785548440227854	0.4586011450248321
FOXA2	0.09590945971266031	0.04391462306741094	1.0937817973797146	0.2751642694126232	0.3499553690095633	0.4559873391605966
BACH1	0.054823178031834584	-0.03334343024142801	1.0631316309373773	0.2889469325795424	0.36452661313354745	0.4382707594855726
HDAC11	0.13367448959674846	0.08338268428456823	1.045606263836299	0.2967586242014992	0.37362983408502004	0.427558452941976
HNF4G	-0.0711418034713993	-0.1584602671744511	1.0429494627960003	0.29805545018617635	0.3742777762253135	0.42680595955203493
CLOCK	0.04407824811992655	0.003241654428253272	1.0405360703217124	0.299064060428839	0.3742777762253135	0.42680595955203493
PHOX2A	-0.03398012476652084	-0.08524735282232675	1.020084634076018	0.3085869800781001	0.38466011234387426	0.4149228458925124
CEBPG	0.15689199885486357	0.008987509930739004	1.0119908270206088	0.3124277084799887	0.38867494685903353	0.4104134521434527
NKX2-1	0.029733084204110208	-0.02676777334964277	0.9237092352882844	0.3564607358237152	0.4348266174347654	0.36168387891135617
SMAD7	0.0912383496837131	0.034711816247903704	0.916997182219839	0.3602643938324326	0.43861315520958294	0.35791834678240947
MXI1	-0.14290565717105252	-0.29513278990946173	0.906272452837608	0.36610605417622577	0.4431438146109914	0.3534553081876228
ENO1	-0.14290565717105252	-0.29513278990946173	0.906272452837608	0.36610605417622577	0.4431438146109914	0.3534553081876228
POU5F1	-0.023604365750178317	-0.06639728423674192	0.886735224267127	0.37623260849573703	0.453649702936206	0.3432793691760082
LRRFIP1	-0.04136889212154496	-0.09230945570902667	0.873997231728562	0.38280911578765353	0.4589317697874929	0.33825187700610154
SLC2A4RG	-0.021958955289183346	-0.04246244692673373	0.8440893882820041	0.39921720027059926	0.47407042532133664	0.3241571371095957
MAZ	0.011785983493772604	-0.050912080705218916	0.8170624862906057	0.4148136834370105	0.49166007469755313	0.3083350572020965
DNMT3A	0.3628823674254011	0.27428701894523155	0.8063348687191669	0.42105845451681445	0.49648935188650645	0.3040900613005679
CUX1	0.11071287745674946	0.020643578511368013	0.8022633504917486	0.42316893022905555	0.49686688998804834	0.3037599426277479
PBX2	-0.026265260221158975	-0.11072826864714617	0.7566418698460885	0.4498784843508118	0.5223589068295537	0.28203099566699885
